id;code;orderDate;shipDate;shipMode;id_customers;Customer ID
2705;CA-2014-136861;5/9/2014;7/9/2014;First Class;702;PR-18880
2706;CA-2017-117422;21/10/2017;25/10/2017;Standard Class;764;FC-14245
2707;CA-2017-129707;25/4/2017;29/4/2017;Standard Class;406;LH-16750
2708;CA-2015-160171;19/10/2015;24/10/2015;Standard Class;85;RM-19675
2709;CA-2014-103317;5/7/2014;8/7/2014;First Class;761;DM-13525
2710;CA-2016-167115;4/4/2016;9/4/2016;Standard Class;700;EH-14185
2711;US-2017-153633;13/11/2017;18/11/2017;Second Class;647;TC-21295
2712;CA-2017-155929;9/9/2017;13/9/2017;Standard Class;483;AI-10855
2713;CA-2015-148712;17/4/2015;23/4/2015;Standard Class;342;JM-15535
2714;CA-2016-128307;25/7/2016;29/7/2016;Standard Class;337;BE-11335
2715;US-2016-127425;26/8/2016;31/8/2016;Standard Class;113;DR-12880
2716;US-2014-119081;12/9/2014;19/9/2014;Standard Class;639;TA-21385
2717;CA-2016-140613;22/7/2016;29/7/2016;Standard Class;608;KN-16705
2718;US-2017-108700;19/5/2017;23/5/2017;Standard Class;602;PJ-18835
2719;CA-2017-160962;28/4/2017;2/5/2017;Standard Class;205;MC-17605
2720;CA-2017-130631;29/12/2017;2/1/2018;Standard Class;95;BS-11755
2721;CA-2017-116680;4/9/2017;6/9/2017;Second Class;8;PK-19075
2722;US-2014-107405;21/3/2014;25/3/2014;Standard Class;132;TS-21205
2723;CA-2017-101574;28/9/2017;4/10/2017;Standard Class;233;BD-11725
2724;CA-2014-146591;19/1/2014;20/1/2014;First Class;359;TS-21340
2725;CA-2014-107706;14/2/2014;19/2/2014;Second Class;462;ST-20530
2726;CA-2016-122448;9/6/2016;14/6/2016;Standard Class;204;DB-13210
2727;CA-2014-132451;26/9/2014;27/9/2014;First Class;581;KF-16285
2728;CA-2016-158547;30/5/2016;4/6/2016;Standard Class;595;JM-16195
2729;CA-2017-116946;19/12/2017;23/12/2017;Standard Class;701;TS-21505
2730;CA-2017-121741;26/12/2017;26/12/2017;Same Day;290;YC-21895
2731;CA-2017-169691;15/6/2017;18/6/2017;First Class;657;Dp-13240
2732;CA-2016-121356;20/11/2016;24/11/2016;Standard Class;82;SJ-20500
2733;CA-2014-101770;31/3/2014;4/4/2014;Standard Class;209;KB-16240
2734;CA-2017-105487;8/10/2017;14/10/2017;Standard Class;295;CS-12250
2735;CA-2017-148999;30/1/2017;4/2/2017;Standard Class;13;EB-13870
2736;CA-2014-107573;12/12/2014;17/12/2014;Standard Class;172;PB-19150
2737;CA-2015-156608;24/10/2015;29/10/2015;Standard Class;193;MT-18070
2738;CA-2017-134495;1/4/2017;4/4/2017;Second Class;293;BF-11020
2739;CA-2017-164098;26/1/2017;27/1/2017;First Class;1;CG-12520
2740;CA-2014-105249;28/11/2014;28/11/2014;Same Day;724;DH-13675
2741;CA-2015-113523;4/9/2015;8/9/2015;Standard Class;465;SC-20440
2742;CA-2017-117821;12/6/2017;16/6/2017;Standard Class;644;HG-15025
2743;CA-2017-164378;15/7/2017;18/7/2017;Second Class;515;MM-18055
2744;CA-2017-127782;2/11/2017;6/11/2017;Standard Class;765;TH-21115
2745;US-2016-162026;8/10/2016;8/10/2016;Same Day;33;JE-15745
2746;CA-2016-150000;8/4/2016;14/4/2016;Standard Class;311;PG-18820
2747;CA-2015-168529;8/10/2015;12/10/2015;Standard Class;94;MB-17305
2748;US-2017-152569;15/5/2017;20/5/2017;Standard Class;558;JD-16015
2749;US-2014-137680;24/2/2014;2/3/2014;Standard Class;372;JH-15430
2750;CA-2015-103177;30/5/2015;1/6/2015;First Class;634;EN-13780
2751;US-2016-138408;18/11/2016;21/11/2016;Second Class;347;KC-16255
2752;CA-2017-117667;4/12/2017;9/12/2017;Standard Class;100;MS-17980
2753;CA-2016-110982;5/6/2016;7/6/2016;First Class;238;CK-12205
2754;CA-2016-147123;10/12/2016;12/12/2016;First Class;320;SJ-20125
2755;CA-2017-154501;30/4/2017;5/5/2017;Standard Class;106;EA-14035
2756;CA-2017-166933;24/4/2017;28/4/2017;Standard Class;451;MG-17890
2757;CA-2015-142055;8/5/2015;10/5/2015;First Class;438;AB-10255
2758;CA-2015-137106;31/3/2015;4/4/2015;Standard Class;610;SC-20260
2759;CA-2017-136609;6/8/2017;11/8/2017;Standard Class;423;TB-21355
2760;CA-2017-160885;2/12/2017;6/12/2017;Standard Class;766;JK-16090
2761;US-2016-167472;6/6/2016;7/6/2016;First Class;243;CK-12595
2762;CA-2015-120551;13/4/2015;20/4/2015;Standard Class;197;SS-20590
2763;US-2017-150595;22/5/2017;26/5/2017;Standard Class;98;LE-16810
2764;CA-2016-134936;19/12/2016;25/12/2016;Standard Class;21;ES-14080
2765;CA-2017-102967;22/9/2017;26/9/2017;Standard Class;451;MG-17890
2766;CA-2017-151008;7/9/2017;8/9/2017;First Class;595;JM-16195
2767;CA-2014-159800;28/11/2014;1/12/2014;First Class;496;SG-20470
2768;US-2014-159618;12/11/2014;16/11/2014;Standard Class;716;DB-12970
2769;CA-2017-116113;2/10/2017;6/10/2017;Second Class;479;JW-15220
2770;CA-2015-125066;14/12/2015;18/12/2015;Standard Class;471;KD-16495
2771;US-2015-114741;6/12/2015;10/12/2015;Standard Class;583;IL-15100
2772;CA-2017-133263;31/3/2017;2/4/2017;Second Class;532;JE-15610
2773;CA-2017-157966;13/3/2017;13/3/2017;Same Day;712;SU-20665
2774;CA-2014-151162;5/12/2014;9/12/2014;Standard Class;106;EA-14035
2775;CA-2016-136686;12/12/2016;16/12/2016;Standard Class;168;RF-19840
2776;CA-2017-137498;9/9/2017;14/9/2017;Second Class;703;LC-17050
2777;CA-2017-163818;4/10/2017;8/10/2017;Standard Class;29;PS-18970
2778;CA-2016-161158;9/5/2016;13/5/2016;Standard Class;29;PS-18970
2779;CA-2014-116673;15/12/2014;19/12/2014;Second Class;124;JO-15280
2780;CA-2017-105333;30/11/2017;4/12/2017;Standard Class;164;VP-21730
2781;CA-2015-149993;19/3/2015;20/3/2015;First Class;316;GA-14725
2782;CA-2014-168158;19/7/2014;24/7/2014;Standard Class;671;EM-14140
2783;CA-2016-115224;8/12/2016;11/12/2016;Second Class;141;DB-13615
2784;CA-2014-164742;13/10/2014;18/10/2014;Second Class;505;ML-17395
2785;US-2017-108014;19/11/2017;25/11/2017;Standard Class;372;JH-15430
2786;CA-2017-160325;24/9/2017;24/9/2017;Same Day;163;BP-11095
2787;CA-2015-159779;25/9/2015;29/9/2015;Standard Class;767;SB-20185
2788;CA-2017-151176;13/2/2017;20/2/2017;Standard Class;648;SV-20785
2789;CA-2014-108903;3/10/2014;3/10/2014;Same Day;158;DO-13435
2790;CA-2016-117919;27/8/2016;29/8/2016;Second Class;423;TB-21355
2791;CA-2015-142475;3/12/2015;7/12/2015;Standard Class;511;BS-11380
2792;CA-2016-134516;20/9/2016;25/9/2016;Standard Class;525;FM-14215
2793;CA-2017-105193;25/3/2017;31/3/2017;Standard Class;253;JL-15835
2794;CA-2015-168634;6/12/2015;11/12/2015;Standard Class;579;AF-10870
2795;CA-2017-117198;31/8/2017;5/9/2017;Standard Class;768;BG-11035
2796;CA-2015-145828;5/10/2015;7/10/2015;First Class;94;MB-17305
2797;CA-2017-121027;18/8/2017;22/8/2017;Standard Class;305;HW-14935
2798;CA-2016-147431;2/2/2016;7/2/2016;Standard Class;456;AB-10105
2799;CA-2016-158001;23/8/2016;27/8/2016;Standard Class;688;JP-15460
2800;CA-2017-125745;30/6/2017;4/7/2017;Standard Class;2;DV-13045
2801;CA-2015-101154;18/9/2015;21/9/2015;First Class;497;CM-12190
2802;US-2016-124163;25/9/2016;30/9/2016;Standard Class;282;SC-20695
2803;CA-2016-121748;24/10/2016;28/10/2016;Second Class;101;VW-21775
2804;CA-2014-126683;29/9/2014;1/10/2014;Second Class;453;PP-18955
2805;CA-2017-148810;26/6/2017;1/7/2017;Standard Class;113;DR-12880
2806;US-2016-146066;21/8/2016;23/8/2016;Second Class;47;RB-19465
2807;CA-2014-127614;11/2/2014;15/2/2014;Standard Class;174;NF-18385
2808;CA-2016-101742;23/9/2016;28/9/2016;Second Class;616;CR-12580
2809;CA-2015-134943;5/12/2015;6/12/2015;First Class;712;SU-20665
2810;CA-2017-123022;3/9/2017;8/9/2017;Standard Class;338;SC-20050
2811;CA-2017-113208;26/3/2017;2/4/2017;Standard Class;615;ML-18040
2812;CA-2014-154893;21/12/2014;27/12/2014;Standard Class;307;GM-14440
2813;CA-2014-147900;23/9/2014;28/9/2014;Standard Class;83;JK-15640
2814;CA-2017-106355;2/4/2017;5/4/2017;First Class;402;AT-10435
2815;CA-2016-127985;1/4/2016;5/4/2016;Second Class;627;DB-12910
2816;CA-2015-166604;15/5/2015;20/5/2015;Second Class;707;AH-10690
2817;CA-2017-120719;23/3/2017;26/3/2017;First Class;320;SJ-20125
2818;CA-2017-127117;14/4/2017;19/4/2017;Standard Class;448;HM-14860
2819;CA-2015-104241;4/1/2015;9/1/2015;Standard Class;123;AG-10495
2820;CA-2017-168179;2/11/2017;7/11/2017;Standard Class;678;JB-16000
2821;CA-2017-142342;17/7/2017;19/7/2017;Second Class;296;AJ-10795
2822;CA-2017-109099;6/10/2017;11/10/2017;Standard Class;153;MM-18280
2823;US-2014-134187;4/11/2014;11/11/2014;Standard Class;261;TH-21235
2824;CA-2016-145261;18/12/2016;21/12/2016;First Class;572;AH-10120
2825;CA-2016-108875;24/9/2016;1/10/2016;Standard Class;643;CL-12700
2826;CA-2016-141957;21/7/2016;21/7/2016;Same Day;685;JG-15310
2827;CA-2016-142405;11/6/2016;15/6/2016;Standard Class;340;SE-20110
2828;CA-2015-141012;9/6/2015;11/6/2015;Second Class;229;TG-21640
2829;CA-2017-127922;27/10/2017;3/11/2017;Standard Class;65;SH-19975
2830;CA-2016-146318;22/1/2016;27/1/2016;Standard Class;508;MC-17275
2831;CA-2014-135993;28/5/2014;2/6/2014;Standard Class;602;PJ-18835
2832;CA-2014-126802;29/12/2014;5/1/2015;Standard Class;234;ZC-21910
2833;CA-2016-143924;28/7/2016;3/8/2016;Standard Class;650;SC-20680
2834;CA-2016-141551;24/9/2016;30/9/2016;Standard Class;547;BP-11230
2835;CA-2014-164315;2/4/2014;8/4/2014;Standard Class;362;RD-19585
2836;CA-2015-131072;5/11/2015;5/11/2015;Same Day;108;KL-16645
2837;CA-2014-131541;28/7/2014;28/7/2014;Same Day;238;CK-12205
2838;CA-2015-119550;26/12/2015;31/12/2015;Standard Class;43;RB-19705
2839;US-2015-138093;10/12/2015;16/12/2015;Standard Class;367;KM-16225
2840;CA-2016-126165;5/5/2016;7/5/2016;Second Class;734;AH-10465
2841;CA-2017-126123;14/10/2017;18/10/2017;Standard Class;327;AG-10765
2842;CA-2016-143441;5/11/2016;5/11/2016;Same Day;433;EB-14170
2843;CA-2017-148320;3/11/2017;8/11/2017;Standard Class;39;PG-18895
2844;CA-2016-125661;24/11/2016;26/11/2016;First Class;403;CA-12055
2845;US-2014-123519;14/12/2014;21/12/2014;Standard Class;287;SS-20875
2846;CA-2014-155593;3/11/2014;8/11/2014;Standard Class;262;RP-19390
2847;CA-2017-136000;22/9/2017;25/9/2017;Second Class;465;SC-20440
2848;US-2015-160857;8/5/2015;15/5/2015;Standard Class;509;NW-18400
2849;CA-2017-115805;31/7/2017;31/7/2017;Same Day;148;KW-16435
2850;US-2014-143707;1/3/2014;5/3/2014;Standard Class;368;HR-14770
2851;CA-2017-116939;25/9/2017;29/9/2017;Standard Class;152;AG-10900
2852;CA-2015-124107;9/10/2015;12/10/2015;Second Class;313;BM-11650
2853;CA-2017-126550;29/3/2017;2/4/2017;Second Class;743;RD-19720
2854;CA-2015-138674;14/11/2015;17/11/2015;First Class;11;KB-16585
2855;CA-2016-165820;26/9/2016;30/9/2016;Standard Class;62;DW-13585
2856;CA-2014-103191;22/9/2014;27/9/2014;Standard Class;501;VG-21805
2857;CA-2015-103933;25/9/2015;27/9/2015;First Class;113;DR-12880
2858;CA-2015-110548;4/5/2015;8/5/2015;Standard Class;707;AH-10690
2859;CA-2017-117324;8/12/2017;13/12/2017;Standard Class;188;JP-15520
2860;CA-2017-143574;29/6/2017;2/7/2017;First Class;113;DR-12880
2861;CA-2014-111773;29/6/2014;3/7/2014;Standard Class;601;JK-15625
2862;CA-2014-148614;20/1/2014;25/1/2014;Standard Class;598;MV-17485
2863;CA-2017-156139;31/12/2016;6/1/2017;Standard Class;670;BP-11155
2864;US-2017-147886;28/3/2017;31/3/2017;First Class;705;DH-13075
2865;CA-2016-113733;8/12/2016;12/12/2016;Standard Class;24;LH-16900
2866;CA-2017-104913;18/11/2017;22/11/2017;Standard Class;55;DK-13090
2867;CA-2014-145800;30/5/2014;5/6/2014;Standard Class;758;SS-20410
2868;CA-2016-125850;22/1/2016;28/1/2016;Standard Class;225;FP-14320
2869;CA-2016-118514;3/2/2016;10/2/2016;Standard Class;703;LC-17050
2870;CA-2015-150749;29/3/2015;3/4/2015;Second Class;239;AS-10240
2871;CA-2014-163748;14/10/2014;18/10/2014;Standard Class;644;HG-15025
2872;CA-2015-119634;11/8/2015;16/8/2015;Standard Class;769;BW-11065
2873;CA-2015-149300;22/11/2015;23/11/2015;First Class;4;BH-11710
2874;US-2016-111528;30/12/2016;30/12/2016;Same Day;656;JP-16135
2875;CA-2017-158169;12/8/2017;15/8/2017;First Class;595;JM-16195
2876;CA-2015-162047;3/11/2015;5/11/2015;First Class;93;FH-14365
2877;CA-2015-117772;10/9/2015;12/9/2015;Second Class;431;MC-17575
2878;US-2014-126340;8/11/2014;14/11/2014;Standard Class;13;EB-13870
2879;CA-2016-149685;8/10/2016;15/10/2016;Standard Class;328;PM-19135
2880;CA-2017-126396;8/9/2017;12/9/2017;Second Class;754;AR-10345
2881;CA-2015-154900;25/2/2015;1/3/2015;Standard Class;287;SS-20875
2882;CA-2015-103835;24/9/2015;28/9/2015;Standard Class;465;SC-20440
2883;CA-2015-158939;26/11/2015;1/12/2015;Standard Class;106;EA-14035
2884;CA-2016-117408;31/8/2016;6/9/2016;Standard Class;237;TP-21130
2885;CA-2016-142398;12/4/2016;16/4/2016;Standard Class;444;BP-11290
2886;CA-2016-105277;4/12/2016;8/12/2016;Standard Class;216;LM-17065
2887;CA-2016-112060;4/12/2016;9/12/2016;Standard Class;447;KT-16465
2888;CA-2014-105270;11/11/2014;18/11/2014;Standard Class;276;AP-10915
2889;US-2015-159513;2/4/2015;9/4/2015;Standard Class;480;JD-15790
2890;CA-2015-155586;12/12/2015;16/12/2015;Second Class;191;XP-21865
2891;CA-2017-141117;2/10/2017;8/10/2017;Standard Class;766;JK-16090
2892;CA-2017-115070;10/4/2017;14/4/2017;Second Class;770;MG-18205
2893;CA-2017-140186;29/9/2017;2/10/2017;First Class;311;PG-18820
2894;CA-2014-124856;29/9/2014;3/10/2014;Second Class;437;LD-17005
2895;CA-2014-166716;20/8/2014;25/8/2014;Second Class;258;CR-12730
2896;CA-2014-123225;11/7/2014;14/7/2014;First Class;439;MN-17935
2897;CA-2015-163440;22/3/2015;24/3/2015;First Class;77;RD-19900
2898;US-2017-106796;12/5/2017;19/5/2017;Standard Class;656;JP-16135
2899;CA-2017-113873;13/11/2017;19/11/2017;Standard Class;723;KE-16420
2900;CA-2016-149783;4/9/2016;7/9/2016;Second Class;112;DL-13315
2901;CA-2016-125017;6/2/2016;11/2/2016;Standard Class;209;KB-16240
2902;US-2015-163279;22/3/2015;26/3/2015;Standard Class;252;JD-16150
2903;CA-2015-150196;2/7/2015;3/7/2015;First Class;257;SR-20740
2904;US-2015-106495;15/6/2015;17/6/2015;First Class;550;AC-10450
2905;CA-2014-124730;26/11/2014;26/11/2014;Same Day;202;LS-17245
2906;CA-2017-117632;12/5/2017;18/5/2017;Standard Class;729;CS-12175
2907;CA-2014-115056;2/5/2014;2/5/2014;Same Day;240;AR-10510
2908;CA-2017-161067;3/9/2017;6/9/2017;Second Class;684;KB-16405
2909;CA-2016-122063;3/12/2016;7/12/2016;Standard Class;463;MM-17920
2910;CA-2015-111206;18/7/2015;22/7/2015;Standard Class;289;RF-19735
2911;CA-2016-142895;21/7/2016;26/7/2016;Standard Class;444;BP-11290
2912;CA-2015-101868;9/6/2015;16/6/2015;Standard Class;78;MJ-17740
2913;CA-2017-133207;27/11/2017;3/12/2017;Standard Class;771;DO-13645
2914;CA-2015-132948;27/3/2015;3/4/2015;Standard Class;598;MV-17485
2915;CA-2015-134992;22/9/2015;26/9/2015;Second Class;676;MG-17875
2916;CA-2015-126725;17/11/2015;21/11/2015;Standard Class;575;BS-11665
2917;CA-2015-121783;10/11/2015;14/11/2015;Standard Class;179;PO-19180
2918;US-2014-138835;10/9/2014;14/9/2014;Standard Class;527;DA-13450
2919;CA-2015-112214;5/8/2015;11/8/2015;Standard Class;707;AH-10690
2920;US-2017-153255;3/9/2017;7/9/2017;Second Class;301;JK-15730
2921;CA-2015-108119;1/11/2015;8/11/2015;Standard Class;653;MS-17530
2922;CA-2015-157434;29/4/2015;4/5/2015;Second Class;83;JK-15640
2923;CA-2016-101525;1/5/2016;4/5/2016;Second Class;633;CM-12235
2924;US-2014-117968;5/8/2014;7/8/2014;Second Class;603;RS-19420
2925;CA-2016-158211;4/1/2016;8/1/2016;Standard Class;131;BP-11185
2926;CA-2016-152247;7/11/2016;12/11/2016;Standard Class;672;MA-17995
2927;CA-2016-128223;14/6/2016;14/6/2016;Same Day;183;EB-13705
2928;CA-2016-154235;24/9/2016;28/9/2016;Standard Class;77;RD-19900
2929;CA-2017-129910;30/3/2017;3/4/2017;Standard Class;468;ME-17320
2930;CA-2017-133095;4/6/2017;4/6/2017;Same Day;383;EH-14005
2931;CA-2015-130554;7/4/2015;9/4/2015;First Class;87;FM-14290
2932;CA-2014-152443;21/5/2014;26/5/2014;Standard Class;436;FG-14260
2933;CA-2016-133319;5/9/2016;11/9/2016;Standard Class;598;MV-17485
2934;CA-2016-133935;18/9/2016;22/9/2016;Standard Class;479;JW-15220
2935;CA-2016-136301;13/3/2016;15/3/2016;Second Class;554;EH-13765
2936;US-2014-109456;16/10/2014;17/10/2014;Same Day;202;LS-17245
2937;CA-2017-151596;8/10/2017;11/10/2017;First Class;772;BP-11050
2938;CA-2015-147879;7/5/2015;12/5/2015;Standard Class;418;CC-12220
2939;CA-2016-166625;14/4/2016;17/4/2016;First Class;759;JM-15580
2940;CA-2016-146157;21/11/2016;26/11/2016;Standard Class;743;RD-19720
2941;CA-2017-159954;10/9/2017;14/9/2017;Standard Class;758;SS-20410
2942;CA-2017-100825;9/9/2017;14/9/2017;Standard Class;471;KD-16495
2943;CA-2014-168305;1/11/2014;8/11/2014;Standard Class;485;PL-18925
2944;CA-2016-167682;3/4/2016;9/4/2016;Standard Class;10;ZD-21925
2945;CA-2017-108000;12/1/2017;16/1/2017;Standard Class;323;LS-16945
2946;CA-2015-146465;20/11/2015;24/11/2015;Standard Class;584;PB-18805
2947;CA-2016-159639;27/11/2016;2/12/2016;Standard Class;332;PC-18745
2948;US-2017-153948;6/11/2017;6/11/2017;Same Day;87;FM-14290
2949;US-2016-113985;2/12/2016;7/12/2016;Standard Class;471;KD-16495
2950;CA-2016-155383;17/12/2016;22/12/2016;Standard Class;650;SC-20680
2951;CA-2014-120432;24/8/2014;26/8/2014;Second Class;62;DW-13585
2952;US-2015-126977;17/9/2015;23/9/2015;Standard Class;725;PF-19120
2953;CA-2016-130288;26/11/2016;30/11/2016;Second Class;159;DK-13225
2954;CA-2017-146458;19/11/2017;22/11/2017;Second Class;580;RB-19435
2955;CA-2017-150420;3/6/2017;8/6/2017;Standard Class;242;GD-14590
2956;US-2014-118997;8/4/2014;12/4/2014;Standard Class;20;RA-19885
2957;CA-2014-114314;11/10/2014;15/10/2014;Standard Class;588;DB-13555
2958;US-2017-169551;7/7/2017;9/7/2017;First Class;211;RL-19615
2959;CA-2016-103107;4/7/2016;4/7/2016;Same Day;47;RB-19465
2960;CA-2017-122077;19/5/2017;25/5/2017;Standard Class;640;JF-15295
2961;CA-2017-112431;12/10/2017;14/10/2017;Second Class;356;RW-19690
2962;CA-2016-151092;6/8/2016;13/8/2016;Standard Class;365;VG-21790
2963;CA-2014-104178;25/8/2014;29/8/2014;Standard Class;26;JM-15265
2964;CA-2015-115924;14/9/2015;18/9/2015;Second Class;535;BE-11455
2965;CA-2017-161046;5/3/2017;5/3/2017;Same Day;119;CB-12535
2966;US-2017-141698;15/4/2017;21/4/2017;Standard Class;175;SD-20485
2967;US-2014-105151;30/3/2014;31/3/2014;First Class;738;SG-20890
2968;CA-2014-155796;11/11/2014;15/11/2014;Second Class;748;TS-21430
2969;CA-2016-127138;12/3/2016;15/3/2016;Second Class;159;DK-13225
2970;CA-2017-150602;9/2/2017;14/2/2017;Second Class;505;ML-17395
2971;CA-2014-140732;11/11/2014;13/11/2014;Second Class;16;MA-17560
2972;CA-2017-119011;20/8/2017;25/8/2017;Standard Class;757;LR-17035
2973;CA-2016-166912;15/1/2016;17/1/2016;First Class;337;BE-11335
2974;CA-2014-141726;20/7/2014;22/7/2014;First Class;231;CC-12145
2975;CA-2017-115105;6/2/2017;11/2/2017;Standard Class;421;BD-11770
2976;CA-2015-143980;25/12/2015;29/12/2015;Standard Class;83;JK-15640
2977;CA-2016-135636;8/10/2016;13/10/2016;Standard Class;141;DB-13615
2978;CA-2017-102155;13/7/2017;17/7/2017;Standard Class;646;RR-19525
2979;CA-2017-116953;24/4/2017;25/4/2017;First Class;604;SV-20935
2980;CA-2014-117765;7/9/2014;13/9/2014;Standard Class;47;RB-19465
2981;CA-2016-114895;21/11/2016;28/11/2016;Standard Class;161;MV-18190
2982;CA-2017-112984;16/9/2017;18/9/2017;Second Class;700;EH-14185
2983;CA-2016-163776;19/7/2016;25/7/2016;Standard Class;560;JS-16030
2984;US-2017-163300;15/9/2017;21/9/2017;Standard Class;302;ES-14020
2985;CA-2016-162187;11/12/2016;11/12/2016;Same Day;375;NS-18640
2986;US-2014-112991;10/12/2014;14/12/2014;Standard Class;65;SH-19975
2987;CA-2014-124079;13/12/2014;17/12/2014;Standard Class;576;RF-19345
2988;US-2017-146878;21/9/2017;27/9/2017;Standard Class;298;DL-12865
2989;CA-2017-107244;7/9/2017;11/9/2017;Standard Class;370;AG-10390
2990;CA-2015-100657;2/11/2015;7/11/2015;Standard Class;574;SW-20245
2991;CA-2017-129581;11/12/2017;18/12/2017;Standard Class;472;KN-16390
2992;CA-2017-129028;1/4/2017;3/4/2017;First Class;335;GB-14530
2993;CA-2015-135580;30/12/2015;3/1/2016;Standard Class;53;CL-12565
2994;CA-2016-159016;10/3/2016;11/3/2016;First Class;581;KF-16285
2995;CA-2014-102652;6/4/2014;12/4/2014;Standard Class;673;AY-10555
2996;CA-2014-152422;5/10/2014;10/10/2014;Second Class;632;BD-11635
2997;US-2016-156692;13/8/2016;13/8/2016;Same Day;644;HG-15025
2998;CA-2014-130869;17/11/2014;21/11/2014;Standard Class;91;CB-12025
2999;US-2017-128832;24/4/2017;27/4/2017;First Class;323;LS-16945
3000;CA-2017-139717;24/8/2017;26/8/2017;Second Class;662;DM-13015
3001;CA-2017-136007;23/2/2017;2/3/2017;Standard Class;557;AC-10615
3002;CA-2016-157364;19/11/2016;21/11/2016;First Class;300;LT-17110
3003;US-2016-112970;14/11/2016;15/11/2016;First Class;622;TB-21250
3004;US-2017-152492;6/7/2017;6/7/2017;Same Day;739;AH-10585
3005;CA-2016-101168;25/12/2016;1/1/2017;Standard Class;165;SS-20140
3006;CA-2017-104010;23/4/2017;25/4/2017;First Class;144;TD-20995
3007;CA-2015-130253;14/12/2015;18/12/2015;Standard Class;453;PP-18955
3008;US-2015-155369;19/4/2015;25/4/2015;Standard Class;311;PG-18820
3009;CA-2016-131205;4/9/2016;8/9/2016;Standard Class;732;AA-10645
3010;CA-2017-122364;24/9/2017;29/9/2017;Standard Class;136;FA-14230
3011;CA-2016-117912;4/2/2016;8/2/2016;Standard Class;15;TB-21520
3012;CA-2017-145702;19/5/2017;24/5/2017;Second Class;341;AH-10075
3013;CA-2015-113215;3/9/2015;8/9/2015;Standard Class;435;CP-12085
3014;CA-2016-154662;9/6/2016;16/6/2016;Standard Class;683;BF-11215
